Gene ID,Product Description,Gene Type
AARA009993,golgi SNAP receptor complex member [Source:Projected from Anopheles gambiae (AGAP003800) VB Community Annotation],protein coding gene
AARA009994,growth hormone regulated TBC protein 1b [Source:Projected from Anopheles gambiae (AGAP003798) VB Community Annotation],protein coding gene
AARA009995,protein tipE [Source:Projected from Anopheles gambiae (AGAP003797) VB Community Annotation],protein coding gene
AARA009996,Cyclin-dependent kinases regulatory subunit [Source:UniProtKB/TrEMBL;Acc:A0A182I8T6],protein coding gene
AARA009997,unspecified product,protein coding gene
AARA009999,unspecified product,protein coding gene
AARA010000,Mannosyltransferase [Source:UniProtKB/TrEMBL;Acc:A0A182I8U0],protein coding gene
AARA010001,RAD51-like protein [Source:Projected from Anopheles gambiae (AGAP003791) VB Community Annotation],protein coding gene
AARA010002,Annexin [Source:UniProtKB/TrEMBL;Acc:A0A2Y9D0R9],protein coding gene
AARA010003,flotillin [Source:Projected from Anopheles gambiae (AGAP003789) VB Community Annotation],protein coding gene
AARA010005,glucose dehydrogenase (acceptor) [Source:Projected from Anopheles gambiae (AGAP003787) VB Community Annotation],protein coding gene
AARA010006,unspecified product,protein coding gene
AARA010007,glucose dehydrogenase (acceptor) [Source:Projected from Anopheles gambiae (AGAP003784) VB Community Annotation],protein coding gene
AARA010009,glucose dehydrogenase (acceptor) [Source:Projected from Anopheles gambiae (AGAP003782) VB Community Annotation],protein coding gene
AARA010010,glucose dehydrogenase (acceptor) [Source:Projected from Anopheles gambiae (AGAP013492) VB Community Annotation],protein coding gene
AARA010011,glucose dehydrogenase (acceptor) [Source:Projected from Anopheles gambiae (AGAP003781) VB Community Annotation],protein coding gene
AARA010013,Serine/threonine-protein phosphatase [Source:UniProtKB/TrEMBL;Acc:A0A182I8V3],protein coding gene
AARA010014,NAD-dependent protein deacylase [Source:UniProtKB/TrEMBL;Acc:A0A182I8V4],protein coding gene
AARA010016,unspecified product,protein coding gene
AARA010017,unspecified product,protein coding gene
AARA010018,unspecified product,protein coding gene
AARA010019,unspecified product,protein coding gene
AARA010020,unspecified product,protein coding gene
AARA010021,"39S ribosomal protein L51, mitochondrial [Source:Projected from Anopheles gambiae (AGAP003770) VB Community Annotation]",protein coding gene
AARA010022,importin beta-3 [Source:Projected from Anopheles gambiae (AGAP003769) VB Community Annotation],protein coding gene
AARA010023,40S ribosomal protein S2,protein coding gene
AARA010024,unspecified product,protein coding gene
AARA010025,unspecified product,protein coding gene
AARA010028,juvenile hormone-inducible protein [Source:Projected from Anopheles gambiae (AGAP003764) VB Community Annotation],protein coding gene
AARA010031,unspecified product,protein coding gene
AARA010034,unspecified product,protein coding gene
AARA010035,unspecified product,protein coding gene
AARA010036,unspecified product,protein coding gene
AARA010037,unspecified product,protein coding gene
AARA010038,unspecified product,protein coding gene
AARA010039,unspecified product,protein coding gene
AARA010043,unspecified product,protein coding gene
AARA010044,unspecified product,protein coding gene
AARA010046,unspecified product,protein coding gene
AARA010047,unspecified product,protein coding gene
AARA010050,unspecified product,protein coding gene
AARA010051,Ring finger protein [Source:Projected from Anopheles gambiae (AGAP003744) VB Community Annotation],protein coding gene
AARA010052,HAUS augmin-like complex subunit [Source:Projected from Anopheles gambiae (AGAP003743) VB Community Annotation],protein coding gene
AARA010053,regulator of chromosome condensation [Source:Projected from Anopheles gambiae (AGAP003742) VB Community Annotation],protein coding gene
AARA010054,unspecified product,protein coding gene
AARA010055,BHLH domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A182I8Z5],protein coding gene
AARA010056,unspecified product,protein coding gene
AARA010057,LsmAD domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A182I8Z7],protein coding gene
AARA010058,ESF2/ABP1 family protein [Source:Projected from Anopheles gambiae (AGAP003737) VB Community Annotation],protein coding gene
AARA010059,unspecified product,protein coding gene
AARA010064,unspecified product,protein coding gene
AARA010065,alpha-tocopherol transfer protein-like protein [Source:Projected from Anopheles gambiae (AGAP003733) VB Community Annotation],protein coding gene
AARA010067,neutral ceramidase [Source:Projected from Anopheles gambiae (AGAP003730) VB Community Annotation],protein coding gene
AARA010068,unspecified product,protein coding gene
AARA010069,Uncharacterized methyltransferase WBSCR22 [Source:Projected from Anopheles gambiae (AGAP003728) VB Community Annotation],protein coding gene
AARA010070,Protein unc-45 homolog B [Source:Projected from Anopheles gambiae (AGAP003727) VB Community Annotation],protein coding gene
AARA010071,BZIP domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A182I911],protein coding gene
AARA010072,Extended synaptotagmin-like protein 2a [Source:Projected from Anopheles gambiae (AGAP003725) VB Community Annotation],protein coding gene
AARA010073,unspecified product,protein coding gene
AARA010074,Annexin [Source:UniProtKB/TrEMBL;Acc:A0A182I914],protein coding gene
AARA010076,Ferrochelatase [Source:UniProtKB/TrEMBL;Acc:A0A182I916],protein coding gene
AARA010077,regulator of G-protein signaling [Source:Projected from Anopheles gambiae (AGAP003718) VB Community Annotation],protein coding gene
AARA010078,Spindle B [Source:Projected from Anopheles gambiae (AGAP013180) VB Community Annotation],protein coding gene
AARA010079,Twinfilin [Source:Projected from Anopheles gambiae (AGAP003716) UniProtKB/Swiss-Prot;Acc:Q7QG28],protein coding gene
AARA010080,cyclin G-associated kinase [Source:Projected from Anopheles gambiae (AGAP003715) VB Community Annotation],protein coding gene
AARA010083,unspecified product,protein coding gene
AARA010090,Transcription elongation factor 1 homolog [Source:Projected from Anopheles gambiae (AGAP003707) UniProtKB/TrEMBL;Acc:Q7PH52],protein coding gene
AARA010091,BolA protein [Source:Projected from Anopheles gambiae (AGAP003706) VB Community Annotation],protein coding gene
AARA010092,Set1/Ash2 histone methyltransferase complex subunit ASH2 [Source:Projected from Anopheles gambiae (AGAP003705) VB Community Annotation],protein coding gene
AARA010093,oxygen-dependent protoporphyrinogen oxidase [Source:Projected from Anopheles gambiae (AGAP003704) VB Community Annotation],protein coding gene
AARA010094,unspecified product,protein coding gene
AARA010096,zinc finger protein 593 homolog [Source:Projected from Anopheles gambiae (AGAP003698) VB Community Annotation],protein coding gene
AARA010098,aminopeptidase N [Source:Projected from Anopheles gambiae (AGAP013001) VB Community Annotation],protein coding gene
AARA010099,aminopeptidase [Source:Projected from Anopheles gambiae (AGAP013188) VB Community Annotation],protein coding gene
AARA010100,aminopeptidase [Source:Projected from Anopheles gambiae (AGAP013146) VB Community Annotation],protein coding gene
AARA010103,threonine aldolase [Source:Projected from Anopheles gambiae (AGAP003688) VB Community Annotation],protein coding gene
AARA010104,glycerol-3-phosphate O-acyltransferase 1/2 [Source:Projected from Anopheles gambiae (AGAP003687) VB Community Annotation],protein coding gene
AARA010105,ionotropic receptor IR101 [Source:Projected from Anopheles gambiae (AGAP013425) VB Community Annotation],protein coding gene
AARA010106,Peptidase S1 domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A182I946],protein coding gene
AARA010110,huntingtin [Source:Projected from Anopheles gambiae (AGAP003681) VB Community Annotation],protein coding gene
AARA010111,unspecified product,protein coding gene
AARA010112,ATP-binding cassette transporter (ABC transporter) family H member [Source:Projected from Anopheles gambiae (AGAP003680) VB Community Annotation],protein coding gene
AARA010113,unspecified product,protein coding gene
AARA010114,lateral signalling target protein [Source:Projected from Anopheles gambiae (AGAP003678) VB Community Annotation],protein coding gene
AARA010115,DNA repair protein RAD50 [Source:Projected from Anopheles gambiae (AGAP003676) VB Community Annotation],protein coding gene
AARA010116,corazonin,protein coding gene
AARA010119,unspecified product,protein coding gene
AARA010120,unspecified product,protein coding gene
AARA010121,protein bagpipe,protein coding gene
AARA010122,"homeobox protein Nkx, invertebrate [Source:Projected from Anopheles gambiae (AGAP003670) VB Community Annotation]",protein coding gene
AARA010125,unspecified product,protein coding gene
AARA010126,E3 ubiquitin-protein ligase RNF139 [Source:Projected from Anopheles gambiae (AGAP003666) VB Community Annotation],protein coding gene
AARA010127,unspecified product,protein coding gene
AARA010128,unspecified product,protein coding gene
AARA010129,unspecified product,protein coding gene
AARA010130,Metalloendopeptidase [Source:UniProtKB/TrEMBL;Acc:A0A182I970],protein coding gene
AARA010131,CDC-like kinase [Source:Projected from Anopheles gambiae (AGAP013457) VB Community Annotation],protein coding gene
AARA010132,PRA1 family protein [Source:UniProtKB/TrEMBL;Acc:A0A182I972],protein coding gene
AARA010133,unspecified product,protein coding gene
AARA010134,unspecified product,protein coding gene
AARA010138,MutT domain protein-like protein [Source:Projected from Anopheles gambiae (AGAP012590) VB Community Annotation],protein coding gene
AARA010139,CLIP-domain serine protease [Source:UniProtKB/TrEMBL;Acc:A0A182I979],protein coding gene
AARA010140,unspecified product,protein coding gene
AARA010141,"Terribly reduced optic lobes, isoform B [Source:Projected from Anopheles gambiae (AGAP003656) UniProtKB/TrEMBL;Acc:A0A1S4GIT4]",protein coding gene
AARA010142,unspecified product,protein coding gene
AARA010143,RNA methyltransferase like [Source:Projected from Anopheles gambiae (AGAP003655) VB Community Annotation],protein coding gene
AARA010144,unspecified product,protein coding gene
AARA010145,aldehyde dehydrogenase (NAD+) [Source:Projected from Anopheles gambiae (AGAP003652) VB Community Annotation],protein coding gene
AARA010146,DNA topoisomerase [Source:UniProtKB/TrEMBL;Acc:A0A182I986],protein coding gene
AARA010147,unspecified product,protein coding gene
AARA010151,translation initiation factor eIF-2B subunit alpha [Source:Projected from Anopheles gambiae (AGAP012611) VB Community Annotation],protein coding gene
AARA010152,unspecified product,protein coding gene
AARA010154,unspecified product,protein coding gene
AARA010155,kelch-like protein [Source:Projected from Anopheles gambiae (AGAP003645) VB Community Annotation],protein coding gene
AARA010156,"28S ribosomal protein S11, mitochondrial [Source:Projected from Anopheles gambiae (AGAP003644) VB Community Annotation]",protein coding gene
AARA010157,ubiquitin carboxyl-terminal hydrolase [Source:Projected from Anopheles gambiae (AGAP003643) VB Community Annotation],protein coding gene
AARA010159,unspecified product,protein coding gene
AARA010160,inositol oxygenase [Source:Projected from Anopheles gambiae (AGAP003636) VB Community Annotation],protein coding gene
AARA010161,unspecified product,protein coding gene
AARA010162,unspecified product,protein coding gene
AARA010163,U3 small nucleolar RNA-associated protein [Source:Projected from Anopheles gambiae (AGAP003632) VB Community Annotation],protein coding gene
AARA010164,unspecified product,protein coding gene
AARA010165,unspecified product,protein coding gene
AARA010166,unspecified product,protein coding gene
AARA010167,unspecified product,protein coding gene
AARA010168,unspecified product,protein coding gene
AARA010170,unspecified product,protein coding gene
AARA010171,unspecified product,protein coding gene
AARA010172,long-chain acyl-CoA synthetase [Source:Projected from Anopheles gambiae (AGAP003623) VB Community Annotation],protein coding gene
AARA010173,coiled-coil domain-containing protein [Source:Projected from Anopheles gambiae (AGAP003621) VB Community Annotation],protein coding gene
