Geneid,Gene Type,Product Description
AGAP009571,protein coding gene,Importin N-terminal domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A1S4H299]
AGAP009572,protein coding gene,40S ribosomal protein S15a
AGAP009573,protein coding gene,unspecified product
AGAP009574,protein coding gene,WD repeat-containing protein 69
AGAP009575,protein coding gene,unspecified product
AGAP009576,protein coding gene,collagen alpha 1
AGAP009577,protein coding gene,unspecified product
AGAP009578,protein coding gene,adenosine monophosphate-protein transferase FICD homolog
AGAP009579,protein coding gene,dihydropyridine-sensitive l-type calcium channel
AGAP009580,protein coding gene,unspecified product
AGAP009581,protein coding gene,collagen type I/II/III/V/XI/XXIV/XXVII alpha
AGAP009582,protein coding gene,unspecified product
AGAP009583,protein coding gene,unspecified product
AGAP009584,protein coding gene,Thioredoxin [Source:UniProtKB/TrEMBL;Acc:Q9NGZ1]
AGAP009585,protein coding gene,unspecified product
AGAP009586,protein coding gene,unspecified product
AGAP009587,protein coding gene,unspecified product
AGAP009588,protein coding gene,alkylated DNA repair protein alkB homolog 4
AGAP009589,protein coding gene,Kinase [Source:UniProtKB/TrEMBL;Acc:A0A453YUX6]
AGAP009590,protein coding gene,"amiloride-sensitive sodium channel, other"
AGAP009591,protein coding gene,formyltetrahydrofolate dehydrogenase
AGAP009594,protein coding gene,"dynein assembly factor 1, axonemal homolog"
AGAP009595,protein coding gene,sodium/potassium-transporting ATPase subunit beta
AGAP009598,protein coding gene,unspecified product
AGAP009599,protein coding gene,LAM_G_DOMAIN domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A1S4H1L4]
AGAP009600,protein coding gene,ATP-dependent RNA helicase DOB1
AGAP009601,protein coding gene,RNA-binding protein 26
AGAP009602,protein coding gene,NADH dehydrogenase (ubiquinone) 1 beta subcomplex 6
AGAP009603,protein coding gene,mitochondrial uncoupling protein (solute carrier family 25)
AGAP009604,protein coding gene,unspecified product
AGAP009605,protein coding gene,unspecified product
AGAP009607,protein coding gene,unspecified product
AGAP009608,protein coding gene,C2H2-type domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A1S4H1J7]
AGAP009609,protein coding gene,"homogentisate 1,2-dioxygenase"
AGAP009610,protein coding gene,glyoxylate/hydroxypyruvate reductase
AGAP009611,protein coding gene,"Glyoxylate reductase/hydroxypyruvate reductase, gene 2 [Source:UniProtKB/TrEMBL;Acc:A0A1S4H2D7]"
AGAP009612,protein coding gene,glyoxylate/hydroxypyruvate reductase
AGAP009613,protein coding gene,"28S ribosomal protein S7, mitochondrial"
AGAP009614,protein coding gene,unspecified product
AGAP009615,protein coding gene,unspecified product
AGAP009616,protein coding gene,pH-sensitive chloride channel 2 [Source:UniProtKB/Swiss-Prot;Acc:A0A1S4H2E2]
AGAP009617,protein coding gene,fatty-acid amide hydrolase 2
AGAP009618,protein coding gene,unspecified product
AGAP009619,protein coding gene,S-adenosylmethionine decarboxylase
AGAP009620,protein coding gene,reduction in cnn dots 4
AGAP009621,protein coding gene,alpha-N-acetylgalactosaminidase
AGAP009622,protein coding gene,"6-phosphofructo-2-kinase / fructose-2,6-bisphosphatase"
AGAP009623,protein coding gene,glyceraldehyde 3-phosphate dehydrogenase
AGAP009624,protein coding gene,CTP synthase [Source:UniProtKB/TrEMBL;Acc:A0A1S4H1N6]
AGAP009625,protein coding gene,unspecified product
AGAP009626,protein coding gene,Kv channel-interacting protein 4 isoform 2 [Source:UniProtKB/TrEMBL;Acc:A0A1S4H2F2]
AGAP009629,protein coding gene,odorant-binding protein antennal 5
AGAP009631,protein coding gene,DNA topoisomerase 2-associated protein PAT1
AGAP009632,protein coding gene,ataxia telangiectasia mutated family protein
AGAP009633,protein coding gene,3-oxoacyl-(acyl-carrier protein) reductase fabG2 [Source:UniProtKB/TrEMBL;Acc:Q7Q1U0]
AGAP009634,protein coding gene,unspecified product
AGAP009635,protein coding gene,unspecified product
AGAP009636,protein coding gene,unspecified product
AGAP009637,protein coding gene,Bardet-Biedl syndrome 2 protein
AGAP009638,protein coding gene,unspecified product
AGAP009639,protein coding gene,nucleosome assembly protein 1-like 4
AGAP009640,protein coding gene,odorant receptor 1
AGAP009641,protein coding gene,kelch-like protein diablo
AGAP009642,protein coding gene,prohibitin 2
AGAP009643,protein coding gene,unspecified product
AGAP009644,protein coding gene,DNA-directed RNA polymerases I and III subunit RPAC2
AGAP009645,protein coding gene,apoptosis inhibitor
AGAP009646,protein coding gene,homeobox protein caudal
AGAP009647,protein coding gene,proteasome maturation protein
AGAP009648,protein coding gene,2-oxo-4-hydroxy-4-carboxy-5-ureidoimidazoline decarboxylase
AGAP009649,protein coding gene,"solute carrier family 17, member 5"
AGAP009650,protein coding gene,YEATS domain-containing protein 4
AGAP009651,protein coding gene,CD63 antigen
AGAP009652,protein coding gene,NADH dehydrogenase (ubiquinone) 1 alpha subcomplex 13
AGAP009656,protein coding gene,C2H2-type domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A1S4H1R3]
AGAP009657,protein coding gene,loss of heterozygosity 12 chromosomal region 1 protein-like protein
AGAP009659,protein coding gene,TPR_REGION domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A1S4H2L4]
AGAP009660,protein coding gene,GTP:AMP phosphotransferase mitochondrial
AGAP009661,protein coding gene,putative GPCR class b orphan receptor 2
AGAP009662,protein coding gene,unspecified product
AGAP009664,protein coding gene,nuclear receptor coactivator 2
AGAP009665,protein coding gene,coiled-coil domain containing 43
AGAP009666,protein coding gene,PH domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A1S4H1Q0]
AGAP009667,protein coding gene,taxilin gamma
AGAP009668,protein coding gene,lysosomal-associated membrane protein 1/2
AGAP009669,protein coding gene,unspecified product
AGAP009670,protein coding gene,serine protease inhibitor (serpin) 4
AGAP009671,protein coding gene,unspecified product
AGAP009672,protein coding gene,unspecified product
AGAP009673,protein coding gene,glutaminyl-peptide cyclotransferase
AGAP009674,protein coding gene,CCR4-NOT transcription complex subunit 10
AGAP009675,protein coding gene,sphingosine-1-phosphate phosphatase 1
AGAP009678,ncRNA gene,unspecified product
AGAP009679,ncRNA gene,unspecified product
AGAP009680,protein coding gene,unspecified product
AGAP009681,protein coding gene,unspecified product
AGAP009682,protein coding gene,unspecified product
AGAP009683,protein coding gene,sidestep protein
AGAP009684,protein coding gene,"MFS transporter, PCFT/HCP family, solute carrier family 46 (folate transporter"
AGAP009685,protein coding gene,"aspartate aminotransferase, mitochondrial"
AGAP009686,protein coding gene,unspecified product
AGAP009687,protein coding gene,U6 snRNA-associated Sm-like protein LSm4
AGAP009688,protein coding gene,Leucine-rich repeats and immunoglobulin-like domains protein 3
AGAP009689,ncRNA gene,unspecified product
AGAP009690,protein coding gene,Fatty acyl-CoA reductase (Fragment) [Source:UniProtKB/TrEMBL;Acc:Q7Q1P6]
AGAP009691,protein coding gene,unspecified product
AGAP009692,protein coding gene,unspecified product
AGAP009693,protein coding gene,unspecified product
AGAP009694,protein coding gene,Chaperonin containing TCP1 subunit 2
AGAP009695,protein coding gene,palmitoyl-protein thioesterase
AGAP009696,protein coding gene,cytochrome P450
AGAP009697,protein coding gene,unspecified product
AGAP009698,ncRNA gene,unspecified product
AGAP009699,protein coding gene,unspecified product
AGAP009700,protein coding gene,COMPASS component SWD2
AGAP009701,protein coding gene,Alanyl-tRNA synthetase [Source:UniProtKB/TrEMBL;Acc:A0A1S4H1T1]
AGAP009702,protein coding gene,GTP-binding protein
AGAP009703,protein coding gene,ubiquitin-conjugating enzyme E2 variant
AGAP009704,protein coding gene,odorant receptor 68
AGAP009705,protein coding gene,odorant receptor 69
AGAP009706,protein coding gene,odorant receptor 70
AGAP009707,protein coding gene,odorant receptor 71
AGAP009708,protein coding gene,unspecified product
AGAP009709,protein coding gene,unspecified product
AGAP009710,protein coding gene,unspecified product
AGAP009711,protein coding gene,cadherin
AGAP009714,protein coding gene,unspecified product
AGAP009715,protein coding gene,cadherin
AGAP009716,protein coding gene,cadherin
AGAP009717,protein coding gene,cadherin
AGAP009718,protein coding gene,odorant receptor 72
AGAP009719,protein coding gene,odorant receptor 73
AGAP009720,protein coding gene,odorant receptor 74
AGAP009721,protein coding gene,unspecified product
AGAP009722,protein coding gene,unspecified product
AGAP009723,protein coding gene,cadherin
AGAP009724,protein coding gene,geranylgeranyl transferase type-2 subunit alpha
AGAP009727,protein coding gene,RhoGAP92B
AGAP009728,protein coding gene,ficolin
AGAP009729,protein coding gene,cardioacceleratory peptide
AGAP009730,protein coding gene,myosin III
AGAP009733,protein coding gene,"wingless-type MMTV integration site family, member 6"
AGAP009734,protein coding gene,"wingless-type MMTV integration site family, member 1"
AGAP009735,protein coding gene,"wingless-type MMTV integration site family, member 16"
AGAP009736,protein coding gene,solute carrier family 4 member 10
AGAP009737,protein coding gene,"Elongation factor G, mitochondrial [Source:UniProtKB/Swiss-Prot;Acc:Q7Q1K8]"
AGAP009738,protein coding gene,glutaredoxin
AGAP009739,protein coding gene,vacuolar protein sorting 52
AGAP009740,protein coding gene,tRNA (guanine26-N2/guanine27-N2)-dimethyltransferase
AGAP009741,protein coding gene,unspecified product
AGAP009742,protein coding gene,"splicing factor, arginine/serine-rich 2"
AGAP009743,protein coding gene,ribonuclease Z
AGAP009744,protein coding gene,unspecified product
AGAP009745,protein coding gene,Sugar transporter ERD6-like 4
AGAP009746,protein coding gene,RuvB-like protein 2
AGAP009747,protein coding gene,gamma-interferon-inducible lysosomal thiol reductase precursor
AGAP009750,protein coding gene,centrosomal protein CEP104
AGAP009751,protein coding gene,angiotensin-converting enzyme 2
AGAP009754,protein coding gene,angiotensin-converting enzyme 4
AGAP009755,protein coding gene,angiotensin-converting enzyme 5
AGAP009756,protein coding gene,angiotensin-converting enzyme 6
AGAP009757,protein coding gene,angiotensin-converting enzyme 7
AGAP009758,protein coding gene,cuticular protein CPLCP11
AGAP009759,protein coding gene,cuticular protein CPLCP12
AGAP009763,protein coding gene,unspecified product
AGAP009764,protein coding gene,ZAD domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A1S4H205]
AGAP009765,protein coding gene,dymeclin
AGAP009766,protein coding gene,BPTI/Kunitz inhibitor domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A1S4H2S6]
AGAP009768,protein coding gene,"solute carrier family 6 (neurotransmitter transporter, GABA) member 1"
AGAP009769,protein coding gene,unspecified product
AGAP009770,protein coding gene,putative calcitonin receptor 1
AGAP009771,protein coding gene,unspecified product
AGAP009772,protein coding gene,"Protein PTCD3-like protein, mitochondrial"
AGAP009773,protein coding gene,unspecified product
AGAP009774,protein coding gene,unspecified product
AGAP009775,protein coding gene,unspecified product
AGAP009776,protein coding gene,anoctamin-10
AGAP009777,protein coding gene,mothers against decapentaplegic homolog 2/3
AGAP009778,protein coding gene,ANK_REP_REGION domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A1S4H1Z9]
AGAP009779,protein coding gene,ANK_REP_REGION domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A1S4H220]
AGAP009780,protein coding gene,UBA domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A1S4H223]
AGAP009781,protein coding gene,loquacious
AGAP009782,protein coding gene,methylosome protein 50
AGAP009783,protein coding gene,short/branched chain acyl-CoA dehydrogenase
AGAP009784,protein coding gene,serine/threonine-protein kinase Chk2
AGAP009785,protein coding gene,SUZ domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A1S4H228]
AGAP009786,protein coding gene,phosphoribosylamine--glycine ligase / phosphoribosylglycinamide formyltransfer
AGAP009787,protein coding gene,"DnaJ (Hsp40) homolog, subfamily C"
AGAP009788,protein coding gene,translocation protein SEC62
AGAP009789,protein coding gene,unspecified product
AGAP009790,protein coding gene,cuticular protein
AGAP009791,protein coding gene,"neprilysin, neutral endopeptidase 1"
AGAP009792,protein coding gene,importin subunit alpha-2
AGAP009793,protein coding gene,unspecified product
AGAP009798,protein coding gene,"protein kinase, cGMP-dependent"
AGAP009799,protein coding gene,ATP-binding cassette transporter (ABC transporter) family C member 13 [Source:UniProtKB/TrEMBL;Acc:A0A1S4H240]
AGAP009800,protein coding gene,unspecified product
AGAP009802,protein coding gene,gustatory receptor 12
AGAP009803,protein coding gene,gustatory receptor 11
AGAP009804,protein coding gene,gustatory receptor 10
AGAP009805,protein coding gene,gustatory receptor 9
AGAP009807,protein coding gene,E2F transcription factor 4/5
AGAP009808,protein coding gene,ATP-dependent RNA helicase DDX47/RRP3 [Source:UniProtKB/TrEMBL;Acc:A0A1S4H264]
AGAP009809,protein coding gene,Sulfotransfer_1 domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A1S4H2X8]
AGAP009810,protein coding gene,peptidyl-prolyl isomerase E (cyclophilin E)
AGAP009811,protein coding gene,Cdk5rap3
AGAP009812,protein coding gene,unspecified product
AGAP009815,protein coding gene,ANK_REP_REGION domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A1S4H268]
AGAP009816,protein coding gene,anterior pharynx defective 1
AGAP009820,protein coding gene,unspecified product
AGAP009822,protein coding gene,DNA-binding protein rfxank
AGAP009823,protein coding gene,unspecified product
AGAP009824,protein coding gene,NADH dehydrogenase (ubiquinone) Fe-S protein 5
AGAP009825,protein coding gene,unspecified product
AGAP009826,protein coding gene,Myotubularin phosphatase domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A1S4H2Y9]
AGAP009827,protein coding gene,CCR4-NOT transcription complex subunit 4
AGAP009828,protein coding gene,Peptidase S1 domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A1S4H259]
AGAP009829,protein coding gene,beat protein
AGAP009830,protein coding gene,unspecified product
AGAP009831,protein coding gene,unspecified product
AGAP009832,protein coding gene,short caspase 8
AGAP009833,protein coding gene,voltage-dependent anion-selective channel protein 2
AGAP009834,protein coding gene,COP9 signalosome subunit 4
AGAP009835,protein coding gene,ATP-binding cassette transporter (ABC transporter) family C member 14
AGAP009836,protein coding gene,unspecified product
AGAP009837,protein coding gene,unspecified product
AGAP009838,protein coding gene,Non-imprinted in Prader-Willi/Angelman syndrome region protein 2-like protein
AGAP009839,protein coding gene,Phosphatase 1 regulatory subunit 7
AGAP009840,protein coding gene,USO1 vesicle docking protein homolog
AGAP009841,protein coding gene,unspecified product
